Index	Time (s)	Raw_ADC_Code
751	-2.960000000e+00	-32768
752	-2.959680000e+00	-32768
753	-2.959360000e+00	-32768
754	-2.959040000e+00	-32768
755	-2.958720000e+00	-32768
756	-2.958400000e+00	-32768
757	-2.958080000e+00	-32768
758	-2.957760000e+00	-32768
759	-2.957440000e+00	-32768
760	-2.957120000e+00	-32768
761	-2.956800000e+00	-32768
762	-2.956480000e+00	-32768
763	-2.956160000e+00	-32768
764	-2.955840000e+00	-32768
765	-2.955520000e+00	-32768
766	-2.955200000e+00	-32768
767	-2.954880000e+00	-32768
768	-2.954560000e+00	-32768
769	-2.954240000e+00	-32768
770	-2.953920000e+00	-32768
771	-2.953600000e+00	-32768
772	-2.953280000e+00	-32768
773	-2.952960000e+00	-32768
774	-2.952640000e+00	-32768
775	-2.952320000e+00	-32768
776	-2.952000000e+00	-32768
777	-2.951680000e+00	-32768
778	-2.951360000e+00	-32768
779	-2.951040000e+00	-32768
780	-2.950720000e+00	-32768
781	-2.950400000e+00	-32768
782	-2.950080000e+00	-32768
783	-2.949760000e+00	-32768
784	-2.949440000e+00	-32768
785	-2.949120000e+00	-32768
786	-2.948800000e+00	-32768
787	-2.948480000e+00	-32768
788	-2.948160000e+00	-32768
789	-2.947840000e+00	-32768
790	-2.947520000e+00	-32768
791	-2.947200000e+00	-32768
792	-2.946880000e+00	-32768
793	-2.946560000e+00	-32768
794	-2.946240000e+00	-32768
795	-2.945920000e+00	-32768
796	-2.945600000e+00	-32768
797	-2.945280000e+00	-32768
798	-2.944960000e+00	-32768
799	-2.944640000e+00	-32768
800	-2.944320000e+00	-32768
801	-2.944000000e+00	-32768
802	-2.943680000e+00	-32768
803	-2.943360000e+00	-32768
804	-2.943040000e+00	-32768
805	-2.942720000e+00	-32768
806	-2.942400000e+00	-32768
807	-2.942080000e+00	-32768
808	-2.941760000e+00	-32768
809	-2.941440000e+00	-32768
810	-2.941120000e+00	-32768
811	-2.940800000e+00	-32768
812	-2.940480000e+00	-32768
813	-2.940160000e+00	-32768
814	-2.939840000e+00	-32768
815	-2.939520000e+00	-32768
816	-2.939200000e+00	-32768
817	-2.938880000e+00	-32768
818	-2.938560000e+00	-32768
819	-2.938240000e+00	-32768
820	-2.937920000e+00	-32768
821	-2.937600000e+00	-32768
822	-2.937280000e+00	-32768
823	-2.936960000e+00	-32768
824	-2.936640000e+00	-32768
825	-2.936320000e+00	-32768
826	-2.936000000e+00	-32768
827	-2.935680000e+00	-32768
828	-2.935360000e+00	-32768
829	-2.935040000e+00	-32768
830	-2.934720000e+00	-32768
831	-2.934400000e+00	-32768
832	-2.934080000e+00	-32768
833	-2.933760000e+00	-32768
834	-2.933440000e+00	-32768
835	-2.933120000e+00	-32768
836	-2.932800000e+00	-32768
837	-2.932480000e+00	-32768
838	-2.932160000e+00	-32768
839	-2.931840000e+00	-32768
840	-2.931520000e+00	-32768
841	-2.931200000e+00	-32768
842	-2.930880000e+00	-32768
843	-2.930560000e+00	-32768
844	-2.930240000e+00	-32768
845	-2.929920000e+00	-32768
846	-2.929600000e+00	-32768
847	-2.929280000e+00	-32768
848	-2.928960000e+00	-32768
849	-2.928640000e+00	-32768
